FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,GenderCode,Performance Score,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Training Program Name,Training Type,Training Outcome,Location,Training Cost
Houston,Aguirre,2018-11-29,2019-02-21,Production Technician II,Christine Costa,houston.aguirre@bilearner.com,EW,Voluntarily Terminated,Full-Time,Part-Time,Resignation,Production       ,Field Operations,1977-02-15,MA,Female,Fully Meets,3603,2022-10-08,5,1,Technical Skills,External,Incomplete,East Kristaton,680.48
Kane,Owen,2019-01-16,2022-08-31,Production Technician II,Mark Hale,kane.owen@bilearner.com,MSC,Active,Part-Time,Full-Time,Resignation,Production       ,Field Operations,1948-03-09,MA,Female,Needs Improvement,3604,2022-12-15,3,5,Project Management,External,Failed,Lake Scotttown,287.71
Clarissa,Winters,2019-08-01,2023-01-20,Production Technician I,Eric Gonzales,clarissa.winters@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Full-Time,Involuntary,Production       ,Billable Consultants,1965-03-13,MA,Male,Fully Meets,3606,2023-03-27,3,5,Project Management,Internal,Passed,New Derrick,255.6
Frankie,Atkins,2019-06-18,2021-04-14,Production Technician I,Christopher Murray,frankie.atkins@bilearner.com,EW,Active,Full-Time,Full-Time,Resignation,Production       ,Project Management - Con,1976-08-03,MA,Male,Fully Meets,3607,2023-07-18,2,4,Customer Service,External,Passed,Port Tammyside,321.91
Bridget,Deleon,2020-01-08,2021-07-02,Production Technician I,Clifford Martinez,bridget.deleon@bilearner.com,BPC,Active,Contract,Temporary,Voluntary,Production       ,Project Management - Con,1973-08-31,MA,Male,Fully Meets,3614,2023-07-04,4,5,Leadership Development,External,Passed,Emilymouth,868.85
Martin,Weber,2021-05-13,2022-09-22,Production Technician I,Lee Hudson,martin.weber@bilearner.com,CCDR,Future Start,Full-Time,Part-Time,Retirement,Production       ,General - Con,1986-05-14,MA,Male,Exceeds,3615,2023-02-06,3,1,Communication Skills,Internal,Passed,New Paul,701.34
Karissa,Bowers,2023-03-23,2023-05-01,Production Technician I,Robert Wright,karissa.bowers@bilearner.com,TNS,Active,Full-Time,Full-Time,Involuntary,Production       ,General - Con,1984-03-17,MA,Male,Fully Meets,3619,2023-04-30,1,5,Project Management,Internal,Passed,Davismouth,656.68
Noel,Ramirez,2023-03-22,2023-07-14,Production Technician I,Mr. Nicholas Austin,noel.ramirez@bilearner.com,PYZ,Active,Part-Time,Temporary,Involuntary,Production       ,General - Eng,1994-10-12,MA,Male,Fully Meets,3620,2022-08-29,1,2,Technical Skills,Internal,Completed,North Ebony,654.22
Danika,Fleming,2020-07-09,2021-07-10,Production Technician II,Christopher Ayers,danika.fleming@bilearner.com,SVG,Active,Part-Time,Temporary,Resignation,Production       ,Field Operations,1995-10-16,MA,Female,Fully Meets,3622,2023-07-26,3,1,Project Management,External,Completed,East Kevinport,977.23
Gabriel,Dodson,2021-11-11,2022-07-31,Production Technician II,Tammy Navarro,gabriel.dodson@bilearner.com,TNS,Voluntarily Terminated,Contract,Part-Time,Resignation,Production       ,Engineers,1975-12-14,MA,Female,Fully Meets,3625,2022-08-28,5,2,Technical Skills,External,Incomplete,East Jaime,617.27
Ruth,Harrell,2019-08-21,2022-10-28,Production Technician II,Jesse Wilson,ruth.harrell@bilearner.com,WBL,Voluntarily Terminated,Contract,Full-Time,Resignation,Production       ,Field Operations,1967-02-23,MA,Female,Fully Meets,3627,2023-01-29,1,1,Leadership Development,Internal,Incomplete,West Amandaburgh,113.89
Reginald,Lowery,2022-08-27,2022-12-03,Production Technician I,Dr. David Austin Jr.,reginald.lowery@bilearner.com,NEL,Voluntarily Terminated,Contract,Full-Time,Voluntary,Production       ,Field Operations,1983-11-26,MA,Male,Fully Meets,3629,2022-11-18,2,4,Technical Skills,Internal,Incomplete,Jacksonville,343.76
Shaniya,Becker,2022-08-08,2022-10-25,Production Technician I,Kristin Salinas,shaniya.becker@bilearner.com,EW,Active,Contract,Full-Time,Retirement,Production       ,Wireline Construction,1947-04-28,MA,Male,Fully Meets,3631,2023-02-10,4,1,Customer Service,Internal,Completed,Smithchester,691.12
Ryan,Oconnell,2022-09-24,2022-10-24,Production Technician I,Bridget Jones,ryan.oconnell@bilearner.com,CCDR,Active,Contract,Full-Time,Involuntary,Production       ,Field Operations,1945-10-03,MA,Male,Fully Meets,3632,2023-02-27,3,4,Technical Skills,Internal,Completed,West Stacystad,174.85
Keyon,Haley,2023-06-23,2023-07-26,Production Technician I,Eric Cunningham,keyon.haley@bilearner.com,PYZ,Active,Part-Time,Full-Time,Retirement,Production       ,General - Sga,1962-04-26,MA,Female,Fully Meets,3634,2023-06-25,2,5,Technical Skills,External,Incomplete,Mariabury,254.68
Jaylen,Acosta,2019-09-19,2020-04-14,Production Technician I,Mark Knight,jaylen.acosta@bilearner.com,CCDR,Future Start,Contract,Full-Time,Retirement,Production       ,Field Operations,1966-01-08,MA,Female,Fully Meets,3639,2023-03-17,3,2,Communication Skills,External,Completed,Mcleanchester,160.86
Kiersten,Ellis,2020-02-07,2021-05-01,Production Technician I,Eric Michael,kiersten.ellis@bilearner.com,EW,Future Start,Contract,Full-Time,Voluntary,Production       ,General - Con,1971-01-15,MA,Male,Fully Meets,3641,2022-11-07,2,5,Leadership Development,Internal,Passed,Toddburgh,831.52
Karissa,Carrillo,2020-04-29,2021-11-12,Production Technician I,Alexandra Martin,karissa.carrillo@bilearner.com,MSC,Future Start,Contract,Full-Time,Retirement,Production       ,Field Operations,1978-05-31,MA,Male,Fully Meets,3642,2022-10-08,4,1,Communication Skills,Internal,Completed,Michelleshire,234.74
Nathen,Arias,2020-12-28,2021-01-30,Production Technician II,Craig Leblanc,nathen.arias@bilearner.com,EW,Voluntarily Terminated,Part-Time,Part-Time,Involuntary,Production       ,Engineers,1966-07-24,MA,Female,Fully Meets,3647,2022-12-28,2,4,Technical Skills,Internal,Completed,Duarteside,199.55
Amirah,Stanley,2019-10-03,2022-02-28,Production Technician II,Jason Jenkins,amirah.stanley@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Part-Time,Retirement,Production       ,Field Operations,1991-12-25,MA,Female,Fully Meets,3650,2023-06-30,3,2,Communication Skills,External,Passed,Mirandaburgh,242.71
Owen,Dillon,2019-08-30,2022-08-27,Production Technician I,Victoria Maldonado,owen.dillon@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Part-Time,Resignation,Production       ,Field Operations,1946-08-16,MA,Male,Fully Meets,3652,2022-09-01,1,5,Communication Skills,External,Incomplete,Adamsberg,962.45
Bridget,Bray,2021-02-04,2023-07-30,Production Technician I,William Watson,bridget.bray@bilearner.com,PL,Voluntarily Terminated,Contract,Part-Time,Voluntary,Production       ,General - Con,1995-06-29,MA,Male,Exceeds,3653,2023-05-31,4,4,Customer Service,External,Failed,Lake Carlmouth,791.72
Emery,Gillespie,2022-11-04,2023-07-07,Production Technician I,Thomas Jackson,emery.gillespie@bilearner.com,BPC,Active,Part-Time,Temporary,Involuntary,Production       ,Project Management - Con,1966-11-25,MA,Female,Fully Meets,3658,2023-08-02,5,4,Leadership Development,External,Incomplete,South Sean,799.88
Kaylee,Baldwin,2019-10-02,2019-10-13,Production Technician I,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,Active,Full-Time,Part-Time,Voluntary,Production       ,Field Operations,1989-10-30,MA,Male,Exceeds,3659,2022-08-26,3,1,Leadership Development,External,Passed,North Ashleytown,242.87
Reagan,Brennan,2022-02-28,2022-09-05,Production Technician I,Denise Roman,reagan.brennan@bilearner.com,MSC,Active,Contract,Temporary,Involuntary,Production       ,Executive,1952-05-22,MA,Male,Fully Meets,3661,2023-07-06,3,2,Customer Service,External,Passed,Tyroneburgh,471.5
Brandon,Anderson,2019-10-07,2022-01-22,Production Technician I,Sean Kennedy,brandon.anderson@bilearner.com,PL,Future Start,Part-Time,Full-Time,Retirement,Production       ,General - Con,1977-11-23,MA,Female,Exceeds,3663,2023-04-26,2,3,Technical Skills,Internal,Passed,Judyburgh,816.64
Diana,Garza,2020-10-06,2022-01-12,Production Technician I,Robert Reid,diana.garza@bilearner.com,PYZ,Future Start,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1956-08-15,MA,Female,Fully Meets,3664,2023-05-30,5,3,Communication Skills,Internal,Incomplete,Schaeferhaven,210.44
Davin,Peters,2022-04-29,2023-01-21,Production Technician I,Melissa Shaw,davin.peters@bilearner.com,TNS,Active,Full-Time,Full-Time,Involuntary,Production       ,Field Operations,1956-05-19,MA,Male,Fully Meets,3666,2023-04-26,5,2,Project Management,Internal,Completed,New Betty,343.52
Leyla,Warren,2022-12-11,2023-04-28,Production Technician I,Brooke Meyer,leyla.warren@bilearner.com,WBL,Active,Part-Time,Temporary,Resignation,Production       ,Billable Consultants,1998-08-23,MA,Male,Fully Meets,3667,2022-11-18,1,1,Leadership Development,Internal,Completed,North Williamborough,860.31
Victoria,Allen,2023-08-06,2023-08-06,Production Technician I,Christopher Clark,victoria.allen@bilearner.com,BPC,Active,Full-Time,Full-Time,Voluntary,Production       ,Underground,1996-05-24,MA,Male,Needs Improvement,3668,2023-06-29,1,5,Customer Service,External,Completed,East John,265.55
Tyler,Hines,2020-03-28,2023-03-12,Production Technician I,Joshua Francis,tyler.hines@bilearner.com,CCDR,Voluntarily Terminated,Contract,Temporary,Retirement,Production       ,Finance & Accounting,1967-01-16,MA,Male,Fully Meets,3669,2023-04-11,4,2,Project Management,Internal,Completed,Stacyhaven,183.85
Sandra,Atkinson,2022-08-11,2023-03-27,Production Technician II,Walter Shaw,sandra.atkinson@bilearner.com,SVG,Active,Full-Time,Full-Time,Resignation,Production       ,Billable Consultants,1969-01-17,MA,Female,Needs Improvement,3670,2022-08-16,2,2,Project Management,External,Completed,East Rhonda,942.09
Simone,Hayes,2023-01-26,2023-06-19,Production Technician II,Alexander Roberts,simone.hayes@bilearner.com,EW,Voluntarily Terminated,Part-Time,Temporary,Involuntary,Production       ,Splicing,1989-12-29,MA,Female,Needs Improvement,3671,2023-01-10,3,4,Communication Skills,External,Passed,East Andrew,381.94
Lane,Zuniga,2022-06-11,2023-01-10,Production Technician II,Casey Morris,lane.zuniga@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Temporary,Voluntary,Production       ,People Services,1973-02-19,MA,Female,Fully Meets,3673,2023-06-08,3,3,Customer Service,External,Passed,Davisfort,578.02
Isabelle,Shields,2020-06-25,2022-03-02,Production Technician II,Sarah Williamson,isabelle.shields@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Part-Time,Voluntary,Production       ,Engineers,1996-05-01,MA,Female,Fully Meets,3674,2023-04-02,4,4,Project Management,Internal,Completed,South Robin,223.29
Mario,Mays,2020-06-08,2022-12-29,Production Technician II,Melissa Torres,mario.mays@bilearner.com,CCDR,Active,Full-Time,Full-Time,Resignation,Production       ,Engineers,1952-08-28,MA,Female,Fully Meets,3675,2023-05-05,5,3,Customer Service,Internal,Passed,East Biancabury,992.37
Kai,Gaines,2021-11-02,2021-12-11,Production Technician I,Mackenzie Porter,kai.gaines@bilearner.com,WBL,Active,Part-Time,Temporary,Involuntary,Production       ,Finance & Accounting,1956-01-06,MA,Male,Fully Meets,3683,2022-10-25,2,1,Project Management,Internal,Completed,Wongchester,990.69
Noelle,Levy,2019-12-01,2022-12-25,Production Technician I,Robert Simmons,noelle.levy@bilearner.com,NEL,Active,Contract,Part-Time,Involuntary,Production       ,Field Operations,1954-08-03,MA,Male,Fully Meets,3684,2023-04-16,5,5,Communication Skills,Internal,Completed,Lake Janet,939.39
Kylie,Jimenez,2022-08-16,2022-11-10,Production Technician I,Jordan Harrison,kylie.jimenez@bilearner.com,PL,Active,Full-Time,Full-Time,Retirement,Production       ,Project Management - Con,1986-06-22,MA,Male,Fully Meets,3685,2023-01-03,4,3,Leadership Development,External,Passed,Mcclureshire,941.12
Carly,Figueroa,2021-04-25,2022-12-12,Production Technician I,Jesse Farmer,carly.figueroa@bilearner.com,BPC,Future Start,Part-Time,Full-Time,Retirement,Production       ,Engineers,1998-04-20,MA,Male,Exceeds,3686,2023-01-03,3,3,Project Management,Internal,Incomplete,Lake Katelyn,878.11
Brynn,Harding,2019-05-04,2021-08-03,Production Technician I,Kathleen Clark,brynn.harding@bilearner.com,SVG,Future Start,Contract,Full-Time,Involuntary,Production       ,Wireline Construction,1951-09-19,MA,Female,Exceeds,3688,2022-12-02,4,4,Customer Service,Internal,Failed,Edwinfurt,269.88
Jaylene,Deleon,2020-08-04,2021-02-27,Production Technician I,Adam Barber,jaylene.deleon@bilearner.com,MSC,Active,Part-Time,Temporary,Voluntary,Production       ,Yard (Material Handling),1950-11-14,MA,Male,Needs Improvement,3690,2023-05-31,4,3,Technical Skills,Internal,Completed,Davidside,589.5
Amya,Vega,2019-05-20,2020-08-30,Production Technician II,Alexa Smith,amya.vega@bilearner.com,SVG,Active,Part-Time,Temporary,Involuntary,Production       ,Project Management - Con,1977-08-01,MA,Female,Exceeds,3693,2023-04-09,3,1,Project Management,External,Completed,Martineztown,861.5
Nickolas,West,2019-11-05,2022-04-16,Production Technician II,Sue Harper,nickolas.west@bilearner.com,EW,Voluntarily Terminated,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1961-03-11,MA,Female,PIP,3694,2023-03-20,3,3,Leadership Development,External,Completed,Elizabethview,649.18
Cason,Neal,2018-09-20,2021-02-04,Production Technician II,Savannah Schneider,cason.neal@bilearner.com,MSC,Voluntarily Terminated,Contract,Temporary,Voluntary,Production       ,Catv,1989-11-28,MA,Female,PIP,3695,2022-08-28,1,1,Project Management,External,Failed,Zacharytown,492.2
Aldo,Dyer,2020-09-02,2023-05-26,Production Technician II,Chase Ramirez,aldo.dyer@bilearner.com,TNS,Voluntarily Terminated,Contract,Part-Time,Resignation,Production       ,Wireless,1989-10-07,MA,Female,PIP,3696,2022-12-01,2,1,Technical Skills,Internal,Passed,South Hannahmouth,299.59
Julien,Banks,2023-03-22,2023-05-30,Production Technician II,Savannah Weber,julien.banks@bilearner.com,WBL,Active,Full-Time,Full-Time,Involuntary,Production       ,Catv,1984-06-12,MA,Female,PIP,3698,2023-01-19,2,5,Leadership Development,External,Passed,Jessicamouth,830.36
Madelyn,Mcdonald,2022-08-30,2022-09-20,Production Technician I,Justin Harris,madelyn.mcdonald@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Temporary,Involuntary,Production       ,Engineers,1977-01-31,MA,Male,PIP,3699,2023-06-21,2,4,Customer Service,External,Passed,Jessicaberg,973.34
Addisyn,Guerrero,2020-08-31,2022-06-26,Production Technician I,Cory Lee,addisyn.guerrero@bilearner.com,EW,Active,Part-Time,Part-Time,Resignation,Production       ,Engineers,1951-02-15,MA,Female,Exceeds,3703,2023-06-02,5,5,Communication Skills,External,Completed,West Aprilfort,121.45
Addisyn,Aguilar,2019-01-25,2021-10-26,Production Technician I,April Stevens,addisyn.aguilar@bilearner.com,CCDR,Active,Full-Time,Part-Time,Involuntary,Production       ,Field Operations,1976-02-05,MA,Female,Exceeds,3704,2023-07-07,2,4,Technical Skills,External,Incomplete,Huynhfort,669.3
Marcos,Gallagher,2020-11-21,2023-04-09,Production Technician I,Bridget Little,marcos.gallagher@bilearner.com,BPC,Active,Full-Time,Part-Time,Involuntary,Production       ,General - Sga,1967-05-27,MA,Female,Exceeds,3705,2023-05-25,3,1,Technical Skills,Internal,Completed,West Wendy,983.59
Case,Gaines,2020-08-21,2022-09-20,Production Technician I,Morgan Smith,case.gaines@bilearner.com,SVG,Active,Full-Time,Part-Time,Resignation,Production       ,Fielders,1974-02-19,MA,Male,Exceeds,3708,2022-08-21,5,5,Customer Service,External,Passed,Youngbury,136.15
Jacey,Reyes,2019-02-04,2023-04-17,Production Technician I,Donald Powell,jacey.reyes@bilearner.com,PYZ,Active,Full-Time,Part-Time,Voluntary,Production       ,Splicing,1969-09-18,MA,Male,Exceeds,3709,2023-05-08,3,5,Leadership Development,Internal,Incomplete,Lake Lisastad,339.84
Kyra,Ray,2019-04-28,2022-09-01,Production Technician I,Christopher Robertson,kyra.ray@bilearner.com,MSC,Future Start,Part-Time,Temporary,Retirement,Production       ,Field Operations,1956-04-03,MA,Male,Needs Improvement,3712,2023-01-25,2,3,Project Management,Internal,Incomplete,New Christopherchester,214.12
Chaim,Chase,2022-07-31,2023-02-18,Production Technician II,David Goodman,chaim.chase@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Full-Time,Voluntary,Production       ,General - Con,1993-06-27,MA,Female,Fully Meets,3716,2022-11-19,5,3,Project Management,Internal,Incomplete,East Michellemouth,959.78
Dalton,Frazier,2021-05-25,2021-10-22,Production Technician II,Claudia White,dalton.frazier@bilearner.com,MSC,Voluntarily Terminated,Contract,Temporary,Voluntary,Production       ,Field Operations,1946-09-15,MA,Female,Fully Meets,3718,2022-10-05,1,1,Communication Skills,Internal,Completed,Washingtonshire,325.7
Crystal,Brandt,2019-05-23,2020-09-12,Production Technician II,Andrew Schneider,crystal.brandt@bilearner.com,PYZ,Active,Part-Time,Full-Time,Resignation,Production       ,Field Operations,1958-12-18,MA,Female,Fully Meets,3720,2023-05-15,2,1,Project Management,Internal,Passed,Danielland,845.21
Johnny,Goodman,2020-02-12,2020-04-07,Production Technician I,Loretta Gonzalez,johnny.goodman@bilearner.com,NEL,Active,Full-Time,Full-Time,Resignation,Production       ,Fielders,1960-03-24,MA,Male,Fully Meets,3721,2023-02-07,5,4,Technical Skills,External,Incomplete,Maryborough,327.82
Nehemiah,Hancock,2020-02-16,2022-01-09,Production Technician I,Alice Key,nehemiah.hancock@bilearner.com,PL,Voluntarily Terminated,Part-Time,Full-Time,Involuntary,Production       ,Field Operations,1947-08-31,MA,Male,Fully Meets,3722,2023-06-01,1,5,Communication Skills,Internal,Passed,Johnsonshire,512.55
Elliana,Villanueva,2022-04-29,2022-07-16,Production Technician I,Ryan Downs,elliana.villanueva@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Temporary,Retirement,Production       ,Wireline Construction,1972-08-30,MA,Male,Fully Meets,3723,2023-06-18,2,1,Communication Skills,Internal,Completed,Hesterville,457.17
Essence,Schwartz,2019-10-10,2021-10-30,Production Technician I,Alyssa Johnson,essence.schwartz@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Temporary,Retirement,Production       ,Field Operations,1969-11-25,MA,Male,Fully Meets,3724,2023-02-04,1,2,Communication Skills,Internal,Incomplete,Port Christianmouth,573.33
Ryker,Cox,2019-04-07,2023-07-09,Production Technician I,Stephanie Patterson,ryker.cox@bilearner.com,SVG,Active,Contract,Part-Time,Voluntary,Production       ,Aerial,1955-08-21,MA,Male,Fully Meets,3725,2023-05-17,4,3,Customer Service,External,Failed,Garcialand,135.18
Averi,Stevenson,2020-07-13,2021-09-18,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Active,Contract,Full-Time,Voluntary,Production       ,General - Con,1995-07-25,MA,Female,Fully Meets,3726,2022-10-01,1,4,Communication Skills,External,Failed,Paulstad,911.12
Heaven,Walls,2022-12-08,2023-07-04,Production Technician I,Natasha Spears,heaven.walls@bilearner.com,BPC,Active,Contract,Part-Time,Voluntary,Production       ,Wireline Construction,1943-01-01,MA,Male,Fully Meets,3729,2023-03-19,4,5,Customer Service,External,Failed,Lake Riley,693.56
Maximus,Fields,2020-02-28,2022-12-14,Production Technician I,Kimberly Phelps,maximus.fields@bilearner.com,EW,Active,Part-Time,Part-Time,Retirement,Production       ,Field Operations,1998-07-04,MA,Male,Fully Meets,3731,2023-04-11,2,4,Project Management,External,Passed,Brookeport,773.63
Halle,Boyd,2020-04-20,2022-07-23,Production Technician I,Deborah Stevens,halle.boyd@bilearner.com,NEL,Future Start,Contract,Part-Time,Retirement,Production       ,Field Operations,1994-10-15,MA,Female,Fully Meets,3733,2023-08-05,1,3,Communication Skills,Internal,Incomplete,Phillipsside,246.16
